id,text,label
2779,puig had zero lines and yet hes still going to fuck your bitch after that appearance,1
2780,pull up on my x make that bitch mad,1
2781,punch that hoe cause she deserve it,1
2782,pussies only pussyan every women got oneso u gotta have more than that ladies,1
2783,pussy gotta be trash rt  her love life is so sad lol rt  im so glad khloe k dumped frenchs ghetto ass,1
2784,put a btch pussy on first,1
2785,put the redskins in your starting lineup instead of the dolphinsitll be fun they said,2
2786,put your hands down bitch i aint gon shoot you,1
2787,rick told yall to go back and killem all yall niccas didnt listen now they are chewing on bobs leg and shit extra tasty crispy,1
2788,right  the same bitches saying positive vibes are the same bitches making fun of someones weight,1
2789,rt  this shit for the birds,1
2790,rt  wow do we have another faggot  timatheracer wow do we have another cam hater lol dat dude is nice,0
2791,rt  columbus found america and we killed some injuns,2
2792,rt  this is j cole you fucking queer,0
2793,rt  twitter tipped its cap to say  to jeter in his yankee stadium finale video,2
2794,rt  hoes get a boyfriend and swear they not a hoe anymore bitch having a boyfriend doesnt erase what happened before him you,1
2795,rt    bro dont argue with these rejected ass disney models bitches better go play in some food,1
2796,rt    nah boa that nigga wayne run his mouth like a hoe  my girl aint no hoe so chill wi,1
2797,rt   im ugly so dont worry about me having hoes,1
2798,"rt  bae lemme see your phone if you dont have hella hoes 

me one sec",1
2799,rt  if u a messy bitch hell nawl i cant rock w you,1
2800,rt  just checked my watch n that bitch said sometimes,1
2801,rt    knwin i heard dat hoe changed,1
2802,rt    yea u know these lil bitches be stalking are twitter for they niggas,1
2803,rt  if she lives at home shes a little less likely to cheat on you and be a ho,1
2804,rt  you aint getting no hoes to come back to the room with you if you staying at circus circus bruh,1
2805,rt  im pregnant ass bitches  matter fact ima slip down the steps ass bitches,1
2806,rt  your swags off fag sauce,1
2807,rt  it doesnt matter who i make out with in spin the bottle because i only invite the hottest bitches to play,1
2808,rt  if were together  and you dont like that bitch  i dont like that bitch either,1
2809,rt   are deadly to  like the american kestrel and  ask  to take it off their shelves,2
2810,rt   lava cakes bitches,1
2811,rt  be smart because you wont be pretty forever bitch,1
2812,rt  i could never date someone who isnt goofy nobodys tryna date a bland boring ass bitch,1
2813,rt   is the realest bitch i know lol,1
2814,rt  fresh razor blades in my goth bitch stocking,1
2815,rt  when a bitch gets smart and i look too cute to be ratchet,1
2816,rt  on twitter you hos can jus take a pic with your ass out and be somebodysmh,1
2817,rt  ladies its a full moon which means pussy power is in full effect yall better get some dick tonnnnniiiiiiggggghhht,1
2818,rt  how would i look if i had feathers instead of fur would i be able to eat from a bird feeder without getting judging gla,2
2819,rt  grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo,2
2820,rt  i think it is flat out wrong to blame brian cashman for the  yankees,2
2821,rt  working theory this selective race abortion ban passed in florida today was just an excuse for redneck reps to say,2
2822,rt  smoke good weed with a bad bitch,1
2823,rt   stealing a car and fuckin yo bitch,1
2824,rt  first off you just a hoe if you can have sex with a man  not have any feelings for him,1
2825,rt   hella bored doing laundry like a bitch i sincerely hate your soul,1
2826,rt   lml se pasa de shunsha and no mi joda w ur bitch waaa,1
2827,rt  i just wanna get filthy rich  have a nice big house full of bad bitches that i could fuck anytime i want,1
2828,rt   id rather be your niggah,1
2829,rt  fuck i forgot to wear a belt ima feel like a coon all day now,1
2830,rt    gee isnt cracker a racist term so tired of these race baiters,0
2831,rt   thinking weave is ratchet and ghetto while extensions are perfectly fine,2
2832,rt  good riddance bitches,1
2833,rt  told yo bitch get on her knees i dont want no sex,1
2834,rt  im a soft more hoes dumb man,1
2835,rt  fucc hoes dats how i feel,1
2836,rt  bitches always uploading pics of a famous couple doing simple shit like holding hands talkin bout want this bitch r,1
2837,rt   bad bitch,1
2838,rt  taking my dad to dinnerwatching the nhl awards at the sports bar while both my dad and i bitch about this la kings,1
2839,rt  youre such a fake bitch hahaha,1
2840,rt  justice for british seagull spraypainted red by thugs the bird wont be able to fly anymore  h,2
2841,rt  the thing about houston and austin gays is  are hoes aint no wholesome bitches,1
2842,rt  halloween candy corn bird,2
2843,rt  a dick has a sad life his hair is a mess his family is nuts his neighbors an asshole his best friends a pussy,1
2844,rt  if you honk your horn  seconds after the light turns green i will shut off my car lay on the hood and feed birds fo,2
2845,rt  this what yall hoes want,1
2846,rt  dont be a bitch to someone who can out bitch you,1
2847,rt  this bitch played too much subway surfer,1
2848,rt  your mcm is a lil bitch,1
2849,rt   thats  years away from legal drinking age and  year old pussy  ahaha eat ice cream not pussy bud,1
2850,rt  when you rubbing on her booty then start playing with her pussy with ya thumb,1
2851,rt  women only play casual game like kim k game  anger bird they dont play real games like male power fantasy  or jingoi,2
2852,rt    how tall are you i keep getting different answers from different people   abo,2
2853,rt  theres nothing hotter than a pale albino chick who can play guitar,2
2854,rt  i want a pet monkey,2
2855,rt  apologies trash whats understood aint gotta be explained,2
2856,rt  ray j is the perfect example of what happens when you give a lame nigga some pussy,1
2857,rt  got like  hoes   baes,1
2858,"rt  these hoe aint loyal

 a nigga who cheated on his girl  times and just broke up with him",1
2859,rt  water is wet rt  nike dc is trash,2
2860,rt  dese bitches aint shit i get em high and feed em dick,1
2861,rt  glad none of my followers can say they fucked   yall hoes really make this a goal,1
2862,"rt  fine then dont rt little nigs 
 one direction",1
2863,rt   when im  them bitches getting erased,1
2864,rt  if  or  dont know you then you are not welcome on saturday bitches,1
2865,rt  behind every lame ass nigga is a lame ass bitch that is constantly telling him how real he is,1
2866,rt  yaaass bitch yaasss  soulja boy be having me so turnt,1
2867,rt  never catch feelings for a dumb bitch,1
2868,rt  when you realize you sent the message to your wife instead of your side hoe,1
2869,rt  at george steinbrenners first yankees news conference he said he wouldnt interfere in baseball decisions promising,2
2870,rt  screaming after wes bitch ass annalise is losing her damn mind she need to put the big girl panties back on,1
2871,rt  im just a normal ass dude that has no hoes and happens to be funny every once in a while,1
2872,rt   the afl now has an american draft system  couple of yanks are on the playing lists at so,2
2873,rt   i have no hoes,1
2874,rt   dont trust no  bitch,1
2875,rt  snip snip hoe,1
2876,rt  these th grade hoes aint loyal,1
2877,rt  i cant believe the cops shot this fine young man there goes the cure for cancer,2
2878,rt   yeah fuck lunch ill just eat pussy under the staircase by the foriegn language hallway,1
2879,rt  the stars wink knowingly and smile at each other when they see two lovers kissing on a secluded bridge on a balmy autumn nig,1
2880,rt  i tweet like a nigger,0
2881,rt   smoke wit a bitch in nap and let her play music i bet  she turn on boosie or some slow shit,1
2882,rt  damn rico ass hit that hoe on point,1
2883,rt  rt if youre on the slope to  and still feel,2
2884,rt  niggas w bitch tendencies,1
2885,rt  real niggas move in silence bitch niggas make a scene cuz they not really wit the violence,1
2886,rt  go talk to your other hoes,1
2887,rt  my favorite episode of friends is the one where blacks mysteriously vanish and unemployed white people find affordable ho,1
2888,rt   trying to cat fish me like nuh uh bitch get in the back,1
2889,"rt  the most likely signs to be crazy bitches

aries
taurus
gemini
cancer
leo
virgo
libra
scorpio
sagittarius
capricorn
aq",1
2890,rt  video dont hurt yourself  hits a jumper over a rookie proceeds to talk trash  ht,2
2891,rt  when you and your friend are talking and that bitch yall heavily dont fuck with walks past,1
2892,rt   girls that fuck back     your last one was trash so here,1
2893,rt  the best way to make a hillbilly do something is to tell him he cant do it,2
2894,rt  least i aint broke bitch,1
2895,rt  she still a bitch rt  lol so what do you tweet if you lose,1
2896,rt  graphic   christians massacred by jihadi muslims while they slept including pastor his wife  kids,2
2897,rt  females now a days dont like to do anything freaky because  you niggas gossip about it like bitches,1
2898,rt  but if you a hoe do you i aint judging you get it in but dont hurt someone in the process be straight up ab it,1
2899,rt  niggas gossip like hoes most of em bitches,1
2900,rt  birds of a feather flock gether hoes friends with hoes bitter women be with other bitter ones haters be with hater,1
2901,rt  i used to chase hoes now its dollarigns,1
2902,rt  beyonc is trash,2
2903,rt  people congratulate on losing weight for my health but in reality i lost all the weight so i could fuck hot bitches,1
2904,rt  how bitches look wen they hear their song in da club,1
2905,rt  getting over a painful experience is like crossing the monkey bars you have to let go at some point in order to move forward,2
2906,rt  this is what the niggers dont like,0
2907,rt  soulja boy bitch so aggravating all that nagging  shit  i hope ion sound like her,1
2908,rt  just  days until yankees pitchers and catchers report,2
2909,rt  dont be a pussy grab the booty love the booty appreciate the booty,1
2910,rt  just this one eye can take your bitch,1
2911,rt     this faggot is a lil attention whore fuck him,0
2912,rt  if this was high school er body catch as hoe lmao,1
2913,rt  fuck dat bitch,1
2914,rt  been popping all my life whats fame  me bitches been stalking all my life bitches aint a thang  me,1
2915,rt  chicken fries  shake perfection,2
2916,rt  mom what happened to ___ insert old friend name you used to be close me fuck that bitch,1
2917,rt  when u deep in the pussy,1
2918,rt  not every nigga is pressed for pussyspecially yours,1
2919,rt     my bad bitch im logged in on everybody shithell yeaa me too seen tiff just tweet f,1
2920,rt    ohh bitch you might pass lol,1
2921,rt  im a bitch but a sweetheart u feel me,1
2922,rt    i know it was that dana whore if i get rid of them rn will you donate one to me that bitch,1
2923,rt    you lil stupid lil bitch she aint fuckin with you bug sean voice,1
2924,rt  element number  is bromine and it comes before number  ho holmium therefore its bros before hoes,1
2925,rt  kissing a girl you you actually really like feels better than fucking a sloppy hoe,1
2926,rt  when you marry a hoe and only realize it  years later,1
2927,rt  pink nipples are cute but some be looking nasty than a bitch,1
2928,rt  after a hoe gave you head and say its my turn,1
2929,rt  make my way right to the trash can with these rt  new season new shoes,2
2930,rt  my wifes doing some sort of bootscootin while singing a little less talk and a lot more actionwhere was this ho,1
2931,rt    hoe ass nigga hoe ass nigga x,1
2932,rt  niggas be mentally dating females they never met before you on instagram double tapn that ho too much mane,1
2933,rt  chocolate pussy   favorite candy,1
2934,rt  well damn  make her a single mother rt  what if you finally get the pussy  its garbage,1
2935,rt  these niggas in gangs jus be tryna fit in or jus be tryna get somebody to ride fa em or wit most of u niggas bitches,1
2936,rt  that pussy aint yours broski its jus your turn,1
2937,rt   an ugly bitch whos loud af,1
2938,rt  part of my cousin dannys yankee swap pretty hilarious very clever and very danny,2
2939,rt  a nice roundup of voices in   relations chinaafrica trade the oriental allure,2
2940,rt  fuck up you swole fag,0
2941,rt  i think this steubenville rape trial is some bullshit that rollen bitch wanted the dick lls and got mad when she w,1
2942,rt  when i say faggot it just means someone who is fucking weak,0
2943,rt  lmaooo hoes so childish,1
2944,rt  i luv when pussy smell like refurbished iphone,1
2945,rt   is that fire works  or pussy poppin  nigga wtf sounds like something youd say,1
2946,"rt  roses are red
camo is green
trick or treat bitches
happy halloween
merica",1
2947,rt  ran outside mullet flowin nips shown shotgunned a cold one and yelled saturday welcome back you sexy beast mer,1
2948,rt  fat hoes always wanna beef with somebody yall dont need to be around no type of beef,1
2949,rt  plz dont tell nobody bitch i know you got a manlol i aint gon tell nobody,1
2950,rt   this bitch  aint got a bit of sense lmaoo,1
2951,rt  if you dont make her go to sleep after yall fucked then your pipe game trash,1
2952,rt   niggas really be proud of having hoes but how many of yall gonna bring them dirty bitches home to your,1
2953,rt   yeaaaaahhhh like relationship wise so i was like oh no not my reedzy thuggin bitch suppose to thug it out,1
2954,rt  when you make a joke and someone you hate laughs and youre thinking no bitch you arent allowed to laugh,1
2955,rt  mom why cant u just accept me for the bad bitch i am,1
2956,rt  hoes b soo lost dey forget dey hoes,1
2957,rt  i just wanna b a side nigga to a thick pretty faced cuffed hoe that does coke bumps garbage underground rappers n shops at p,1
2958,rt  this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto  stereotypi,2
2959,rt  btw hillary is a huge supporter of the law they now admit to lying to all you stupid rubes about she needs to be aske,1
2960,rt  a girl knows when a bitch likes her boyfriend,1
2961,rt  eat her pussy and look at her like,1
2962,rt  having a friend thats a hoe but boring is probably depressing,1
2963,rt  wait what rt   a random number for some pussy,1
2964,rt  right you are have you heard of the dodo bird hes the one with obama on his ass,1
2965,rt  hate basic bitches,1
2966,rt  bitches name they make up off of instagram filters cuh this bitch was lookin like rise the other day,1
2967,rt  its some sexy ugly bitches in the world cuh that ill fucc,1
2968,rt  if byron leftwich fucks as hard as he throws then he kills bitches,1
2969,rt  girls with six packs are scary just have a flat stomach thats hot enough ripped bitches are scary looking,1
2970,rt  the paranoid fear of sharia on the right boils down to christian fundamentalists should be the sole oppressors and persecu,2
2971,rt  ahaaaa duhhrt  these hoes are for everyone,1
2972,"rt  me youre a hoe
hoe you wasnt saying that august   at  pm
me well youre a hoe today on october st  at",1
2973,rt  when a bitch sneezes too close to you,1
2974,rt  your room bitch rt  tell me somethin dirty,1
2975,rt  godiva chocolate dipped oreos,2
2976,rt  kanye turned a hoe into a housewife and niggas said rip good girls forever,1
2977,rt  my bitch a choosy lover,1
2978,rt  rt  bitches are only moral when it comes to sex when its convenient for them otherwise they hoe th,1
2979,rt  wake up like fuck my life lifes a bitch but she better fuck me right,1
2980,rt  bunch of insecure bitches out here,1
2981,rt  a bitch can look like a million dollars wit sum garbage ass pussy,1
2982,rt  ion ask nobody for shit  ever  never have a problem doing shit fa people neither but damn can a bitch get a thank you,1
2983,rt  this how all the hoes gonna be like tonight,1
2984,rt  even though a bird can fly it must land on earth,2
2985,rt   i know thats trash,2
2986,rt  lmao i fucks with    real talk them bitches know how to have fun,1
2987,rt  pregnant bitches get on the bus and think you suppose to give them your seat like bitch you should of fucked a nigga with,1
2988,rt   that boss ass bitch song got basics thinking theyre models lmao,1
2989,rt  aw damn havent hug a bitch in a while,1
2990,rt   not all of us my nig im light skin with a dark skin mentality lol we all black,1
2991,rt  on the low rt  theyre really looking for the next bitch to smash,1
2992,rt  brees you need a black hoe who cheating on her man that work offshore that would fuck you while the baby in the bed w,1
2993,rt  that outside dick keep dem hoes sick,1
2994,rt   got all the bitches,1
2995,rt  i dont support that ya idiot and if im a teabagger youre being teabagged,1
2996,rt  how other mfs tell me gm damn near every mornin  an my bitch dont even tell me gm an she be wide tf awoke  wtf type shit,1
2997,rt   you could have helped mellie you revolving doorshaped head ho you arent quiet when youre balls deep,1
2998,rt  fuck candy eat pussy,1
2999,rt   faints rt  she has no idea how many of her resumes went straight to the trash,2
3000,rt  stop fuckin jail birds rt niggas thats that serious about ass play scare me that shit so sus,1
3001,rt   hey boy this half breed chiricahua apache is on your ass,1
3002,rt  you might have a lot of followers bitch but a third wants to just fuck you the second third would hate your personality,1
3003,"rt  happy  friday 

off to  to sit down with the gang on cbs this morning

join us in the  oclock ho",1
3004,rt  on set of  hoping there are no birds perched above me,2
3005,rt   rt  im assuming she got a cup on rt  her pussy got a bicep b wtf,1
3006,rt  cant spell above and beyond without hoe,1
3007,rt  his jeans bluer denabitch dont let him lie to you hes sick rt  how you know the pussy wast overrated ht,1
3008,rt  she from the d she might have some hoes on the stroll all jokes aside rt  dej loaf dress like jerome h,1
3009,rt  tell bubba in alabama youre african and not black and hes gonna call you a nigger with an extra hard er,0
3010,rt  broke hoes  words out my face,1
3011,rt   idk but i think niggas that like getting head are gay  bitch what,1
3012,rt  wifey material doesnt come often so you better recognize when you have yourself a rider before you end up with a hoe,1
3013,rt  bulls still not winning the title with this bland ass offense pau still a pussy no darkskin niggas in the starting line u,1
3014,rt  put that pussy on me make me want nobody else,1
3015,rt  a strong black women is simply a bitch that wanna argue over every single thing,1
3016,rt  if this ugly to you you either a gay nigga or a hating ass bitch,1
3017,rt  to recap dem governor candidate in sc calls the gop candidate a whore txdem gov candidate mocks the gop candidates di,1
3018,rt  im glad bey did this shitnow some of u bitches wit that one shaved side can go ahead  shave that other side too,1
3019,"rt  tierra marie im the princess of the roc
rihanna yall get a good pic cause this bitch aint gone be here long",1
3020,rt  in the me the crow would eat the bear mt  obviously not in the me mt  bear saves drowning crow  an,2
3021,rt  and black women need to stop referring to themselves and other sisters as hoes  bitches it really aint a good look,1
3022,rt  i love them stripper bitches,1
3023,rt  a lot of ppl look at me like who the fuck does this bitch think she is ms goldschmied to you,1
3024,rt  no bitch i wanna roll a fucking blunt,1
3025,rt  if you cant pass the asvab you might as well just go full retard,1
3026,rt    my nig,1
3027,rt   called charlie baker to concede around  this morning she plans to address supporters at am,2
3028,rt  juice should have been dead his bitch ass,1
3029,rt   i really hate skyler like shes loaning money and its not even hers like bitch wtf,1
3030,rt  lol bitches act hard when they stay getting they ass beat,1
3031,rt    bitch we could have went to als but noooooooo,1
3032,rt  when she says she not a hoe,1
3033,rt  rt if you pledge allegiance to the pussy,1
3034,rt  to the rejects who constantly call my house and are threatening to rape my mom karmas a bitch rot in hell faggots,0
3035,rt   in herkenbaar hesje in je eigen buurt pleit er al jaren voor weet hoe bevreesd ik er ooit voor was dak er te wer,1
3036,rt  pigs drink up to  gallons of water every day but they still arent as thirsty as some of you hoes,1
3037,rt  jimmy and s twoman doowop performance just went live on youtube   htt,2
3038,rt  them hoes aint solid  i laugh so hard when females be all in my dms but they have a avi picture with the,1
3039,rt  dont no real bitch want no soft nigga,1
3040,rt  these hoes aint loyal,1
3041,rt  fuck michigan too many wanna be thugs if you ask me yall pussy im out this bitch next year,1
3042,rt  niggas want a virgin porn star and bitches want a dangerous safe nigga,1
3043,rt  i spent my whole fucking life apologizing for not being enough you cant cut nip fuck booze or drug the inadequacy out,1
3044,rt  yankees acquire chase headley from the padres for yangervis solarte and rafael depaula,2
3045,rt  you dont want to get treated like a ho stop dressing like one if you want to stop getting treated like a thug,1
3046,rt   pau a hoe how u gon play after the trade deadline i dislike that guy yea he helped bring two chips but he soft a,1
3047,"rt    true i need to sleep to make them gainz bruh so all the hoes stay mirin p 
alright later",1
3048,rt  girls with anchor tats are hoes,1
3049,rt  shes a sapiosexual i had a jimmy neutron brain blast showed her im an intellectual and put the pussy on the chainwax,1
3050,rt         big booty hoe,1
3051,rt  when i saw men saying arguing with women is gaywhats when i knew yall really try hard for bitches attention who don,1
3052,rt  deep fried oreos,2
3053,rt  oreo cake,2
3054,rt  the nerve of these bitches in champaign,1
3055,rt    today at am bitch do your hw,1
3056,rt  eatin the pussy right and she push you off,1
3057,rt   shawty fine breath stank do da heisman on dat hoe,1
3058,rt  that black pussy have nigga sayin anything,1
3059,"rt  if you dont text me first we dont text at all

thats why youre lonely and single you stupid bitch",1
3060,"rt  you curse too much

bitch you breathe too much shut the fuck up",1
3061,rt  if ive offended you im very sorry that youre a lil bitch with no sense of humor,1
3062,rt  bitches with no tits or ass dont even get a hug from me youre one of the boys now you get a handshake,1
3063,rt  im not rude most people are just sensitive little bitches,1
3064,rt   bitch doing a keg stand at this party,1
3065,rt  ok seriously fuck the people who slam on their breaks when the light turns yellow floor that shit bitch,1
3066,rt  i bet i hit that bitch like a game winner,1
3067,rt  niggas madd gay rt  teachers giving niggas pussy and they snitching incredible,1
3068,rt   o didnt know sure hes a little bitch valerie jarrett on the other hand you betcha that guy knows eve,1
3069,rt  chile im taking greyhound everywhere from now on yo hoes and bout to fly me into no building or fly me over the bermuda,1
3070,rt  please win it all this year,2
3071,rt  lmao i hate that hoe already,1
3072,rt  lmfao bitch got my phone,1
3073,rt  these th grade hoes aint loyal,1
3074,rt  bitches be like im a virgin,1
3075,rt  how to get unlimited pussy in high school,1
3076,rt  irrelevant people talk so much shit like who the fuck are you bitch,1
3077,rt  oso told me when his dreads get longer he just gone pop up and fuck niggas bitches lmao,1
3078,rt  whats wrong with these bitches breh,1
3079,rt   im not even ghetto,2
3080,rt  hoes will be hoes,1
3081,rt  if i hit you wit that shottie bitch i bet ya body flip,1
3082,rt  niggas dont mind sharing hoes,1
3083,rt  smack a bitch no filter,1
3084,"rt  tyga makes you think about fucking a bunch of bad bitches 
jcole makes you motivated 
drake makes you wanna think abou",1
3085,rt  lil stupid ass bitch i dont fuck with you,1
3086,rt  only retards and dads roll lawful good,1
3087,rt   hoes be in everybody clothes and got the nerve to take a picture man that shit crazy,1
3088,rt  charlie sheen slams rihanna for rejecting his fiancee youre a rude idiot with bad wig,1
3089,rt   rt  tight pants and loud colors you look like a fag,1
3090,rt   tell him that you chose a not to trash the environment while trying to save it like a hypocritical douc,2
3091,rt  hoes use theit just happened excuse as a means to cope wit them being a ho they make it seem as if they had no control o,1
3092,rt  thats how niggas get cheated on she lie in ur face bc she in denial about her hoe actions but she tell her homegirls it,1
3093,rt  women think they are angels so they be in denial about their own hoe actions dont fall into their facade see past the b,1
3094,rt   esj got some ugly hoes yeah and them leon g students aint making no better  of em fugly you aint lyi,1
3095,rt  this bitch possessed by the thot demon,1
3096,rt  on my mama yous a hoe omm yous a bitch omm if you get in a jam i bet you snitch omm,1
3097,rt  rahals an idiot second time this year hes wrecked someone under yellow,2
3098,rt   last night was cool until niggas was more worried bout us than bitchesits like that all the time,1
3099,"rt  love one of you bucket headed hoes 

noway",1
3100,rt  kamehamehaaaaaaa bitch,1
3101,rt      ik vraag me al maanden af hoe de nl pers zich als een stel hoeren is gaan ge,1
3102,rt   i just found an oreo in my pocket is it yours thanks for looking after it xx,2
3103,rt  i know how in the moment people can be especially guys so excuse me for not trusting you being fucked up around hoes,1
3104,rt  i could be such a bitch right now but ill restrain myself,1
3105,rt  when i was little i remember laying horrified in bed as hand puppets held a mock trial convicting me of putting my hand up th,2
3106,rt  yankees shouldnt even bother to show up to boston man just fold the franchise cancel baseball,2
3107,rt  i am that horrible friend who reads your text then puts the phone down to do something and forgets to reply until  ho,1
3108,"rt  top ten rappers with no hoes
hopsin
lupe
canibus
imt
childish g
papoose
hopsin again
joell ortiz
krs",1
3109,rt  while the men will often be rambling and retarded the women will appear trashy and tipsy lawless and lustful,1
3110,rt  thou shall have no type bad bitches is thee only thing thou shall like  herassfat,1
3111,rt  why ya niggas be gassin these wack ass bitches,1
3112,rt  des bitches swear dey faithful,1
3113,rt  i call my penis the titanic because so many bitches went down on it,1
3114,rt  your opinion is irrelevant because you are a cunt,1
3115,rt    ghetto ass mofos,1
3116,rt  is it a crime if a nigga just wanna eat pussy,1
3117,rt  if you dont like my tweets with my belief in jesus christ please respect it but dont mock it or make negative remarks,2
3118,rt  this would never happen at a noncolored award show,2
3119,rt  charlie sheen is the man lol,2
3120,rt  what happened to the old wigga the gonorrhea one,2
3121,rt  my chink ass eyes,1
3122,rt  yung berg did a bitch move,1
3123,rt  its like the guy that asks for your number and then says you ugly and a bitch when you say no,1
3124,rt   bitch where u been,1
3125,rt  ion put shit pass a bitch,1
3126,rt  food be goodexcept that rice they cook that bitch on monday for the week  tootsies,1
3127,rt  rough face hoes be having all the kidswho did this to u  self esteem issuesmore kids  secured love,1
3128,rt   um  exactly how most of these hoes twat is setup,1
3129,rt  niggas be on here with these captain obvious ass tweets about how to treat women and these lonely low self esteem hoes be ea,1
3130,rt  if you open a cold beer and it becomes warm before you finish it youre a bitch,1
3131,rt  if you was a hoe yesterday youll be a hoe tomorrow,1
3132,rt  only a black man can make you feel inferior to a hoe with a  gpa and no future simply because she has a fat ass and,1
3133,rt   with these bitches glad i met these fucks,1
3134,rt  i held you like a baby bird  and now you come at me like this these friends aint loyal,1
3135,rt   mrs harden be blowin me i be wanna snap on her ahhi had that bitch freshmen year damn nea caught a,1
3136,rt  rt  rt  bow wow look like the stress of saving a hoe is wearing him down,1
3137,rt  bitches hate kim k  bring up she sucked dick too get famous  yall bitches suck dick  barley get a text back soooooo,1
3138,rt  i text my ex while she was with her bf so they can fight i was like you looked cute today  i aint seen the bitch in,1
3139,rt  trent richardson so trash,2
3140,rt  im not always a bitch sometimes i sleep,1
3141,rt  that nigger made the shit out of my coffee,0
3142,rt  i am a strong believer that birds of a feather flock together,2
3143,rt  personality rt  how fat bitches be in relationships before the pretty women lets see the answers lol,1
3144,rt  niggers are so ignorant,0
3145,rt  whipped,1
3146,rt  now i gotta ask bitches for nudes on facebook,1
3147,rt  bitches about to start that new year new me bullshit you cant undo the numbers on that pussy thoo,1
3148,rt    alright ill meet you there  and im not a fag  in fact brian dont give her shit,1
3149,rt  bitch you aint getting none tho   i like big butts so i can grab them,1
3150,rt  cookies n cream oreo fudge ice cream,2
3151,rt  oreo cheesecake bars,2
3152,rt  bruh chichi go months to years without seeing me and she still the bae you basic ass bitches cant go  missed calls with,1
3153,rt  meth brownies,2
3154,"rt  she gay
he gay
she a hoe
she pregnant
he sell drugs
they smoke weed
they drunk
who cares

leave people alone its",1
3155,rt  it aint nothin to cut that bitch off,1
3156,rt  you got niggas and i got bitches but i want you pnd,1
3157,rt   b in da pussy  mins like,1
3158,rt  ima buy dat bitch a jump rope bitches live jumpin  conclusions,1
3159,rt  bitches will tell you its all about the angles  rt  watching my bitch take  selfies just to get that right,1
3160,rt  no  for you hoes,1
3161,rt  after  hours and almost  pages i want to slit my wrists but i guess ill just settle for sleep,2
3162,rt  here i am ready to rant about gfs and dogs and tears and women who cant handle their liquor and get jealous of club hoes a,1
3163,rt  these hoes be twerkin for birkin poppin coochie for gucci bustin wide for that prada bendin over for louis,1
3164,rt  and apparently i sound like a country hick perks of being from kentucky,2
3165,rt  mike napoli is the toughest son of a bitch ive ever known,1
3166,rt  girls will ignore your text messages then get bothered when you give other bitches attention,1
3167,rt  you always ugly to a bitch that dont like you,1
3168,rt  cant trust none of these hoes,1
3169,rt   i just wanna know when are we gonna go fuck shit up  go fuck up bitches,1
3170,rt  clever rt  watch burfict make the hit and then mock officials by throwing a flag on himself,2
3171,rt  choke on this bitch d,1
3172,rt  yah she was a hoe,1
3173,rt  you swear youre down n the realest n you stay doing little bitch shit like that,1
3174,rt  burnt pussy lips,1
3175,"rt        
tiny jihadi",2
3176,rt  making every bitch feel important,1
3177,rt  there is a gift shop at the  museum and they charge admission its a mass grave you fucking cunts what a disgrace,1
3178,rt  its hard to be the bigger man when the other person is being such a cunt,1
3179,rt  back to these hoes tho,1
3180,rt  you cant be a hoe saying that another girls a hoe your both hoes it cancels each other out,1
3181,rt  yeah  quit being a bitch about your back pop a few viagra and get your horny ass back to dominating holes o,1
3182,rt  i was in a kik group once but we called it a party line and old charlie the barber was always hogging the calls,2
3183,rt  lester the parasitic spider monkey had  redeeming quality he ran the boat  the boat attracted women only in,2
3184,rt  loyal pussy is best pussy  cus u know thats all yours,1
3185,rt    this bitch is garbage at gta,1
3186,rt  been trash  the gay chris bosh jokes are getting old now,2
3187,"rt  me fixing my car 
the fade this hoe gone catch  pricless",1
3188,rt  porn ads be convincing afclick here and  bitches will appear in your bed you damn right ima click that shit nigga,1
3189,rt  when twitter rappers dm me their trash links,2
3190,rt  to help eliminate faking injury  diving  post game video review of dives  give divers yellow cards after game,2
3191,rt   broke hoes always wanna argue u aint ate all day were u get that energy from rt,1
3192,rt  if a girl sit on your face and your nose goes into her pussy and she rides your nose like a bull shes a keeper,1
3193,rt  i love asking really hot skinny bitches when theyre due,1
3194,rt  it aint nuttin to cut that bitch off,1
3195,rt   scary told to come to her house to fight her and wont even open the door  wtf scary ass hoe,1
3196,rt  ill throw a cheeseburger at her bitch ass,1
3197,rt   karahn jus called her future baby a lil shit bitch tell the world why dont you,1
3198,rt  dont no nigga want a broke bitch,1
3199,rt  hun wrong social networking site rt   lms for a good morning post and something extra maybe,2
3200,rt  i make bitches fly like peter pand tho,1
3201,rt  i need a new bitch,1
3202,rt  i need a real bitch,1
3203,rt  i only fw grown hoes,1
3204,rt  in  years these hoes aint gone be shit but a dick head,1
3205,rt  lowkey i put sum of these hoes on the map  so call me kingtunchi bitch,1
3206,rt  same bitch that was down with lol theses lil hoes funny,1
3207,rt  these bitches play both sides but get left in the middle,1
3208,rt  scholen waar directie leerkrachten pest kunt u zich voorstellen hoe groot pestproblematiek onder leerlingen wel moet zijn,2
3209,rt  latest draftexpress mock draft has randle  cauleystein  young  poythress  harrison twins  dakari johnson a,2
3210,rt   how you fucc for cash but u not a hoe  and how im going to respect u if your poccets broke nip,1
3211,rt  notvduringtheweek  rule has thrown quite a monkey wrench into  viewing schedule,2
3212,rt   you mean like the yankees did this year when they prioritized a farewell tour over a playoff run,2
